,id,gender,age,driving_license,region_code,previously_insured,vehicle_age,vehicle_damage,annual_premium,policy_sales_channel,vintage,response
5628,355162,0.1379549141,0.7230769231,1,0.1870630398,0,1-2 Year,1,0.0339277462,0.2097137628,0.0311418685,0.7231005505
5629,224312,0.1379549141,0.2769230769,1,0.1016852869,0,1-2 Year,1,1.2208615196,0.1935077586,0.7439446367,0.7761314546
5630,252317,0.1379549141,0.1846153846,1,0.1870630398,0,< 1 Year,1,0.7463787117,0.1935077586,0.7128027682,0.6968454501
5631,213907,0.1379549141,0.5846153846,1,0.1016852869,0,1-2 Year,1,-1.6234190157,0.0177344393,0.9273356401,0.7653561274
5632,278321,0.1379549141,0.6,1,0.1237219516,0,1-2 Year,1,0.1798017035,0.0032667841,0.062283737,0.7427120565
5633,218940,0.1379549141,0.7846153846,1,0.1870630398,0,1-2 Year,1,0.9046946884,0.0048444178,0.1107266436,0.6884449016
5634,332357,0.1379549141,0.4,1,0.0745762712,1,1-2 Year,0,0.2976520468,0.2097137628,0.6435986159,0.9994605383
5635,238257,0.1040223002,0.8615384615,1,0.1870630398,1,1-2 Year,0,0.7980654187,0.0014005189,0.3148788927,0.9990050472
5636,268086,0.1040223002,0.0461538462,1,0.1097234612,0,< 1 Year,1,-0.2013659584,0.3537441741,0.9619377163,0.7869977857
5637,219419,0.1379549141,0.7692307692,1,0.1229831885,1,1-2 Year,0,-0.4049732117,0.3537441741,0.8269896194,0.9994428875
5638,346987,0.1040223002,0.8153846154,1,0.0958711869,1,1-2 Year,1,0.4473051221,0.2097137628,0.8581314879,0.9956568206
5639,52977,0.1379549141,0.2153846154,1,0.1300339641,1,1-2 Year,0,-1.6234190157,0.3537441741,0.6055363322,0.9993699881
5640,37762,0.1040223002,0.3384615385,1,0.1870630398,0,1-2 Year,0,-1.6234190157,0.2097137628,0.7508650519,0.9508547078
5641,19203,0.1379549141,0.0307692308,1,0.0958711869,1,< 1 Year,0,2.7520438785,0.3537441741,0.955017301,0.9994175626
5642,36080,0.1379549141,0.0461538462,1,0.0679706601,1,< 1 Year,1,0.9474277926,0.2097137628,0.1280276817,0.9956007919
5643,167845,0.1040223002,0.4461538462,1,0.1686844229,1,1-2 Year,0,0.2670121203,0.1935077586,0.7612456747,0.9991586429
5644,342912,0.1040223002,0.2307692308,1,0.1016852869,1,1-2 Year,0,-0.224505789,0.3537441741,0.5743944637,0.999442137
5645,222777,0.1379549141,0.0153846154,1,0.0881246642,1,< 1 Year,0,0.8610313397,0.3537441741,0.6712802768,0.9994483851
5646,28948,0.1040223002,0.4461538462,1,0.0958711869,0,> 2 Years,1,0.2351512481,0.2097137628,0.8823529412,0.7898653441
5647,213824,0.1040223002,0.0153846154,1,0.0714553991,1,< 1 Year,0,0.1820691743,0.0572867981,0.0346020761,0.9993560047
5648,5773,0.1379549141,0.2923076923,1,0.0958711869,1,1-2 Year,0,-1.6234190157,0.1935077586,0.0346020761,0.9993985907
5649,237717,0.1379549141,0.6923076923,1,0.1870630398,1,1-2 Year,0,0.5091082375,0.2097137628,0.0346020761,0.9991397932
5650,20850,0.1379549141,0.5076923077,1,0.1097560976,1,1-2 Year,0,-1.6234190157,0.2097137628,0.0242214533,0.9993920318
5651,280295,0.1040223002,0.7076923077,1,0.0958711869,0,> 2 Years,1,1.1344069264,0.1935077586,0.7024221453,0.7945501759
5652,127242,0.1379549141,0.0769230769,1,0.1236947791,1,< 1 Year,0,-0.1296208555,0.3537441741,0.2387543253,0.9993649572
5653,340254,0.1040223002,0.4307692308,1,0.1182795699,0,1-2 Year,1,0.1207893214,0.0014005189,0.2041522491,0.7410654712
5654,30489,0.1040223002,0.1076923077,1,0.1870630398,1,< 1 Year,0,0.8518451758,0.3537441741,0.2387543253,0.9991432256
5655,321649,0.1040223002,0.6923076923,1,0.0958711869,1,1-2 Year,0,0.2681749259,0.0042376356,0.508650519,0.9993326853
5656,124241,0.1379549141,0.4,1,0.1870630398,0,1-2 Year,1,0.7035874671,0.2097137628,0.1211072664,0.7092585272
5657,379565,0.1379549141,0.0615384615,1,0.1870630398,0,< 1 Year,1,0.1832319799,0.3537441741,0.7612456747,0.7204611604
5658,268849,0.1379549141,0.5076923077,1,0.1870630398,0,1-2 Year,1,-0.2330524099,0.2097137628,0.9169550173,0.7138808145
5659,208282,0.1040223002,0.0307692308,1,0.1016852869,0,< 1 Year,1,-0.3019486392,0.3537441741,0.6089965398,0.7934144354
5660,205050,0.1040223002,0.0,1,0.0625686059,1,< 1 Year,0,0.4056185429,0.0572867981,0.508650519,0.999376426
5661,208409,0.1379549141,0.0923076923,1,0.0906921241,0,1-2 Year,1,-1.6234190157,0.0278168633,0.9792387543,0.7593186318
5662,26375,0.1040223002,0.0307692308,1,0.0958711869,0,< 1 Year,1,0.5188758042,0.3537441741,0.1384083045,0.797184258
5663,173004,0.1040223002,0.2,1,0.0787977254,1,< 1 Year,0,-1.6234190157,0.3537441741,0.7612456747,0.9995018257
5664,108132,0.1040223002,0.0615384615,1,0.0881246642,1,< 1 Year,0,-0.5143350744,0.3537441741,0.9480968858,0.9994592051
5665,132170,0.1040223002,0.4769230769,1,0.1016852869,0,1-2 Year,1,-0.1345627791,0.1935077586,0.5432525952,0.7851564781
5666,102767,0.1379549141,0.0307692308,1,0.0408977556,0,< 1 Year,1,0.386606672,0.3537441741,0.6401384083,0.8351156203
5667,301054,0.1040223002,0.2307692308,1,0.1300339641,0,1-2 Year,1,-1.6234190157,0.0278168633,0.5570934256,0.7300761927
5668,139972,0.1379549141,0.1846153846,1,0.1870630398,1,< 1 Year,0,0.7450414853,0.3537441741,0.2664359862,0.9991561964
5669,133846,0.1379549141,0.7076923077,1,0.1686844229,1,1-2 Year,0,-1.6234190157,0.2097137628,0.598615917,0.9992253049
5670,347347,0.1379549141,0.3538461538,1,0.1870630398,1,1-2 Year,0,0.0277067365,0.2097137628,0.4532871972,0.9990843484
5671,79530,0.1379549141,0.2923076923,1,0.0958711869,0,1-2 Year,1,0.7981816993,0.1935077586,0.0484429066,0.783052205
5672,96043,0.1379549141,0.0307692308,1,0.1248492967,0,< 1 Year,1,0.2670121203,0.0572867981,0.4117647059,0.7288120539
5673,156894,0.1040223002,0.0307692308,1,0.1237219516,0,< 1 Year,0,-0.5696264787,0.3537441741,0.3875432526,0.964846651
5674,117964,0.1379549141,0.5076923077,1,0.1870630398,1,1-2 Year,0,0.6671916532,0.2097137628,0.1557093426,0.9991071193
5675,338061,0.1379549141,0.0769230769,1,0.0739940311,0,< 1 Year,1,-1.6234190157,0.3537441741,0.3875432526,0.8173564823
5676,50148,0.1379549141,0.0923076923,1,0.0714553991,1,< 1 Year,0,0.5198060487,0.3537441741,0.8788927336,0.9994977595
5677,265333,0.1040223002,0.6307692308,1,0.0625686059,0,> 2 Years,1,-1.6234190157,0.0278168633,0.7958477509,0.7994765884
5678,335180,0.1379549141,0.3692307692,1,0.1300339641,1,1-2 Year,0,-1.6234190157,0.1935077586,0.3460207612,0.999302907
5679,142273,0.1379549141,0.0461538462,1,0.1016852869,0,1-2 Year,1,-1.6234190157,0.1935077586,0.955017301,0.7731361025
5680,338131,0.1040223002,0.0461538462,1,0.0958711869,0,< 1 Year,1,-0.0557245623,0.0572867981,0.5501730104,0.7556062531
5681,37761,0.1379549141,0.4615384615,1,0.1237219516,1,1-2 Year,0,2.1178497271,0.1935077586,0.7716262976,0.999307205
5682,291753,0.1040223002,0.1230769231,1,0.1870630398,0,1-2 Year,1,-1.6234190157,0.0278168633,0.955017301,0.6693127574
5683,311897,0.1040223002,0.2615384615,1,0.1870630398,0,1-2 Year,1,-0.2526456836,0.0157468177,0.2941176471,0.6711474962
5684,137567,0.1379549141,0.5538461538,1,0.1237219516,1,1-2 Year,0,-0.8566068904,0.2097137628,0.2076124567,0.9993507828
5685,321654,0.1379549141,0.4,1,0.1016852869,0,1-2 Year,1,-0.315088342,0.1935077586,0.4844290657,0.7830978936
5686,191718,0.1040223002,0.3076923077,1,0.0999176955,1,1-2 Year,0,0.4350375235,0.3537441741,0.6885813149,0.9994505499
5687,92184,0.1379549141,0.0769230769,1,0.0721455458,0,< 1 Year,1,-1.6234190157,0.3537441741,0.5501730104,0.8184299784
5688,193980,0.1379549141,0.8461538462,1,0.1870630398,1,1-2 Year,0,0.0841028061,0.2097137628,0.5813148789,0.9991637979
5689,276733,0.1040223002,0.3384615385,1,0.1870630398,0,1-2 Year,1,0.7880071506,0.2097137628,0.2698961938,0.7064257385
5690,220952,0.1379549141,0.4769230769,1,0.1870630398,0,1-2 Year,1,0.8910317231,0.0260522751,0.321799308,0.6793641379
5691,38389,0.1379549141,0.8153846154,1,0.1870630398,0,1-2 Year,1,0.3825368525,0.2097137628,0.5501730104,0.7249732468
5692,258263,0.1379549141,0.5076923077,1,0.0999176955,0,1-2 Year,1,-1.6234190157,0.1935077586,0.3460207612,0.7902472669
5693,210129,0.1379549141,0.0923076923,1,0.1237219516,0,< 1 Year,1,0.1893948493,0.3537441741,0.8858131488,0.7767908729
5694,146946,0.1379549141,0.4769230769,1,0.1870630398,0,1-2 Year,1,0.2738726731,0.2097137628,0.8166089965,0.7118532394
5695,79154,0.1040223002,0.0307692308,1,0.1300339641,1,< 1 Year,0,0.0078809017,0.3537441741,0.5294117647,0.9993376282
5696,172492,0.1379549141,0.6769230769,1,0.1097234612,0,1-2 Year,1,-0.2131684349,0.2097137628,0.7404844291,0.7872590241
5697,49616,0.1379549141,0.3230769231,1,0.1870630398,0,1-2 Year,1,1.0971971485,0.0002591124,0.6712802768,0.6671967762
5698,84462,0.1379549141,0.3846153846,1,0.1229831885,0,> 2 Years,1,0.3561411664,0.1935077586,0.3356401384,0.7642603255
5699,6929,0.1040223002,0.0615384615,1,0.0958711869,0,< 1 Year,1,-1.6234190157,0.0278168633,0.9584775087,0.7538348051
5700,6354,0.1040223002,0.4307692308,1,0.0796573876,0,1-2 Year,1,0.7255644922,0.0040375615,0.7889273356,0.7725746559
5701,220291,0.1040223002,0.0769230769,1,0.1870630398,0,< 1 Year,1,0.3084079982,0.3537441741,0.6297577855,0.7210258812
5702,45963,0.1379549141,0.4615384615,1,0.0796573876,0,1-2 Year,1,1.0717898471,0.1935077586,0.6262975779,0.7995178756
5703,75396,0.1040223002,0.4307692308,1,0.1870630398,1,1-2 Year,0,-1.6234190157,0.2097137628,0.2595155709,0.9991135465
5704,96961,0.1040223002,0.0153846154,1,0.1016852869,1,< 1 Year,0,0.0733468546,0.0572867981,0.785467128,0.9992543962
5705,330132,0.1379549141,0.7538461538,1,0.0958711869,0,1-2 Year,1,1.701507197,0.0048444178,0.9619377163,0.7680734275
5706,131122,0.1040223002,0.3692307692,1,0.1870630398,0,1-2 Year,1,0.953997644,0.2097137628,0.0034602076,0.7077665513
5707,7293,0.1040223002,0.0615384615,1,0.1237219516,0,1-2 Year,1,0.4155605304,0.2097137628,0.0899653979,0.7552792807
5708,305084,0.1040223002,0.8153846154,1,0.1870630398,0,> 2 Years,1,-1.6234190157,0.2097137628,0.8442906574,0.7283925457
5709,29665,0.1379549141,0.2153846154,1,0.1240072202,0,1-2 Year,1,-1.6234190157,0.0177344393,0.2283737024,0.7339567848
5710,248992,0.1379549141,0.4,1,0.0958711869,0,1-2 Year,1,0.7879490104,0.2097137628,0.4256055363,0.7881782992
5711,197803,0.1379549141,0.0615384615,1,0.1870630398,1,< 1 Year,0,0.7010292949,0.3537441741,0.8858131488,0.999132162
5712,200624,0.1379549141,0.7230769231,1,0.0902406417,0,1-2 Year,0,0.1845692063,0.2097137628,0.6124567474,0.9698281212
5713,137386,0.1379549141,0.3846153846,1,0.1870630398,0,1-2 Year,1,-0.2040404112,0.2097137628,0.9515570934,0.7090116837
5714,231734,0.1040223002,0.0,1,0.0625686059,0,< 1 Year,1,0.1859064327,0.0572867981,0.6643598616,0.7811092661
5715,114939,0.1040223002,0.0153846154,1,0.0999176955,1,< 1 Year,0,-0.1039228527,0.3537441741,0.2525951557,0.9994248106
5716,154426,0.1379549141,0.6769230769,1,0.1686844229,1,1-2 Year,0,-0.4331131062,0.1935077586,0.0588235294,0.9992047566
5717,48079,0.1379549141,0.6923076923,1,0.1870630398,0,1-2 Year,1,0.8661476841,0.0260522751,0.6055363322,0.6876368424
5718,353747,0.1040223002,0.5230769231,1,0.1870630398,0,> 2 Years,1,1.0589989859,0.0027813583,0.5190311419,0.6763202221
5719,239775,0.1040223002,0.0461538462,1,0.0864349431,1,< 1 Year,0,-1.6234190157,0.3537441741,0.7820069204,0.9994685222
5720,95099,0.1040223002,0.5076923077,1,0.1870630398,0,1-2 Year,1,-0.1078763916,0.1935077586,0.6955017301,0.7112812424
5721,153712,0.1040223002,0.3384615385,1,0.1182795699,0,1-2 Year,0,-0.1534002292,0.1935077586,0.875432526,0.9628409867
5722,4102,0.1040223002,0.5846153846,1,0.1870630398,1,1-2 Year,0,1.4199338312,0.0027813583,0.8373702422,0.9989418957
5723,115780,0.1379549141,0.5846153846,1,0.0787977254,1,1-2 Year,0,-0.2798553336,0.2097137628,0.8685121107,0.9994705377
5724,121302,0.1379549141,0.4461538462,1,0.0958711869,0,1-2 Year,1,-0.2552619961,0.0040375615,1.0,0.7609584123
5725,237094,0.1379549141,0.4153846154,1,0.1016852869,0,1-2 Year,1,0.0264276504,0.1935077586,0.5951557093,0.7828523217
5726,101639,0.1040223002,0.1692307692,1,0.0602479101,1,< 1 Year,0,-0.1272371041,0.3537441741,0.2076124567,0.9995359025
5727,273790,0.1379549141,0.2153846154,1,0.0958711869,0,1-2 Year,1,0.3082335774,0.2097137628,0.9411764706,0.7823663626
5728,129397,0.1379549141,0.0615384615,1,0.0958711869,1,< 1 Year,0,2.4354700653,0.3537441741,0.1349480969,0.9994268437
5729,151229,0.1379549141,0.8,1,0.1237219516,0,1-2 Year,1,0.6238771461,0.2097137628,0.2629757785,0.7794017533
5730,28559,0.1379549141,0.1076923077,1,0.098000784,1,< 1 Year,0,-1.6234190157,0.3537441741,0.5570934256,0.9994465903
5731,105138,0.1040223002,0.9076923077,1,0.1870630398,0,> 2 Years,1,1.0444057762,0.0157468177,0.2560553633,0.6947352092
5732,258808,0.1040223002,0.5538461538,1,0.1870630398,1,1-2 Year,0,0.7827745256,0.1935077586,0.5017301038,0.9990991587
5733,130905,0.1379549141,0.5076923077,1,0.1686844229,0,1-2 Year,1,0.3248035566,0.1935077586,0.5051903114,0.7280600823
5734,244681,0.1379549141,0.0307692308,1,0.0714553991,0,< 1 Year,0,0.3905602109,0.3537441741,0.7543252595,0.9719019515
5735,356216,0.1040223002,0.3538461538,1,0.1870630398,1,1-2 Year,0,0.1720109063,0.1935077586,0.3494809689,0.999071535
5736,215729,0.1379549141,0.0307692308,1,0.1870630398,0,< 1 Year,1,0.3759088609,0.3537441741,0.8685121107,0.7187217069
5737,192366,0.1379549141,0.3384615385,1,0.1870630398,0,1-2 Year,0,0.11840557,0.2097137628,0.9100346021,0.9499795197
5738,310188,0.1379549141,0.8153846154,1,0.1016852869,0,1-2 Year,0,0.6763196768,0.0260522751,0.9965397924,0.9635308135
5739,293208,0.1379549141,0.3076923077,1,0.1870630398,0,1-2 Year,1,-1.6234190157,0.2097137628,0.2491349481,0.7101828823
5740,25236,0.1040223002,0.0307692308,1,0.1229831885,1,< 1 Year,0,0.9396951357,0.3537441741,0.0519031142,0.9993558383
5741,89767,0.1379549141,0.3384615385,1,0.098000784,0,1-2 Year,1,0.2812564884,0.0021876958,0.7750865052,0.7545273667
5742,44174,0.1040223002,0.0461538462,1,0.0679706601,1,< 1 Year,0,0.2398606106,0.3537441741,0.7474048443,0.9995035011
5743,367370,0.1379549141,0.0461538462,1,0.1229831885,0,< 1 Year,0,-1.6234190157,0.2097137628,0.4290657439,0.9611934335
5744,294865,0.1040223002,0.0307692308,1,0.1016852869,0,< 1 Year,1,-0.5346260314,0.0572867981,0.1799307958,0.751507372
5745,259463,0.1379549141,0.0153846154,1,0.1248492967,0,< 1 Year,1,-0.4742764229,0.0572867981,0.76816609,0.7290700494
5746,218600,0.1040223002,0.0615384615,1,0.1097234612,1,< 1 Year,0,-1.6234190157,0.0100889838,0.8235294118,0.9992150606
5747,63694,0.1040223002,0.0615384615,1,0.0958711869,1,< 1 Year,0,0.8532986827,0.3537441741,0.4117647059,0.9994343481
5748,230144,0.1379549141,0.1230769231,1,0.1237219516,1,< 1 Year,0,-0.2665993502,0.3537441741,0.2214532872,0.999371303
5749,13832,0.1379549141,0.0769230769,1,0.0902406417,0,< 1 Year,0,0.2344535647,0.3537441741,0.2906574394,0.9698258414
5750,205139,0.1379549141,0.3692307692,1,0.1248492967,0,1-2 Year,1,-0.3709611491,0.2097137628,0.6366782007,0.7653992544
5751,157060,0.1379549141,0.3230769231,1,0.1870630398,0,1-2 Year,1,-1.6234190157,0.2097137628,0.4809688581,0.7103608883
5752,170384,0.1040223002,0.6461538462,1,0.1248492967,0,1-2 Year,0,0.2125928202,0.0048444178,0.276816609,0.9580145427
5753,107904,0.1040223002,0.6307692308,1,0.1870630398,0,1-2 Year,1,0.7073084449,0.2097137628,0.6678200692,0.7171441575
5754,128138,0.1040223002,0.0615384615,1,0.0864349431,1,< 1 Year,0,0.4849800222,0.3537441741,0.8685121107,0.9994585161
5755,4607,0.1379549141,0.6153846154,1,0.1870630398,0,1-2 Year,1,0.7143434185,0.0027813583,0.6366782007,0.6806218262
5756,143889,0.1379549141,0.1076923077,1,0.1248492967,1,< 1 Year,0,-0.7294541026,0.3537441741,0.1833910035,0.9993692542
5757,170404,0.1379549141,0.0615384615,1,0.1127921113,1,< 1 Year,0,-0.1256091763,0.3537441741,0.4532871972,0.9993935437
5758,3033,0.1040223002,0.6461538462,1,0.1236947791,0,1-2 Year,0,-1.6234190157,0.0278168633,0.6055363322,0.959579257
5759,370563,0.1040223002,0.1076923077,1,0.1870630398,0,< 1 Year,1,0.7371344075,0.2097137628,0.6989619377,0.6966657232
5760,927,0.1040223002,0.0923076923,1,0.0881246642,1,< 1 Year,0,0.7116108255,0.3537441741,0.2629757785,0.999459031
5761,317051,0.1040223002,0.0615384615,1,0.0958711869,1,< 1 Year,0,1.0882435457,0.3537441741,0.2595155709,0.9994337899
5762,116969,0.1379549141,0.6307692308,1,0.1248492967,1,1-2 Year,0,-0.4157291631,0.2097137628,0.9273356401,0.9993498443
5763,31992,0.1379549141,0.4461538462,1,0.0864349431,0,1-2 Year,1,-0.3797984713,0.1935077586,0.1038062284,0.7969985225
5764,345245,0.1379549141,0.6615384615,1,0.1237219516,1,1-2 Year,0,0.6112025655,0.0032667841,0.6816608997,0.9992313394
5765,188401,0.1379549141,0.6461538462,1,0.0958711869,0,1-2 Year,0,0.4916080139,0.0048444178,0.4498269896,0.9629790024
5766,314232,0.1040223002,0.0461538462,1,0.0671936759,1,< 1 Year,0,-0.2933438781,0.3537441741,0.5847750865,0.9995085902
5767,187154,0.1040223002,0.5692307692,1,0.0995762712,1,1-2 Year,0,-1.6234190157,0.2097137628,0.1349480969,0.9994263383
5768,186996,0.1379549141,0.8461538462,1,0.1870630398,1,1-2 Year,0,0.7754488506,0.0260522751,0.4325259516,0.9990214865
5769,179949,0.1379549141,0.4769230769,1,0.0958711869,0,1-2 Year,1,1.4027824492,0.2097137628,0.8477508651,0.7889622593
5770,305953,0.1379549141,0.0769230769,1,0.1016852869,1,< 1 Year,0,-0.1558421208,0.3537441741,0.2871972318,0.9994268326
5771,279723,0.1040223002,0.8153846154,1,0.0958711869,1,1-2 Year,0,-0.1391558611,0.1935077586,0.4186851211,0.9994449729
5772,265098,0.1379549141,0.4461538462,1,0.1016852869,0,1-2 Year,1,-0.5379400272,0.1935077586,0.8996539792,0.7843256098
5773,240490,0.1379549141,0.4461538462,1,0.1870630398,0,1-2 Year,1,0.617365435,0.1935077586,0.1487889273,0.7084100258
5774,322144,0.1379549141,0.2615384615,1,0.1127921113,0,1-2 Year,1,0.9673117677,0.1935077586,0.491349481,0.7673188211
5775,292316,0.1040223002,0.0153846154,1,0.1870630398,0,< 1 Year,1,1.1206858208,0.0032667841,0.3079584775,0.6554624446
5776,668,0.1379549141,0.5384615385,1,0.0679706601,1,1-2 Year,0,0.3570132705,0.2097137628,0.6989619377,0.9994897943
5777,25192,0.1040223002,0.0307692308,1,0.1248492967,0,< 1 Year,1,-1.6234190157,0.3537441741,0.9861591696,0.7768215295
5778,144299,0.1379549141,0.3538461538,1,0.1870630398,0,1-2 Year,1,0.2398024703,0.2097137628,0.5051903114,0.7077186265
5779,150797,0.1379549141,0.0615384615,1,0.0958711869,1,< 1 Year,0,0.1959065605,0.3537441741,0.0519031142,0.9994397659
5780,344460,0.1379549141,0.6461538462,1,0.1016852869,0,1-2 Year,0,-1.6234190157,0.2097137628,0.8788927336,0.9682572445
5781,364774,0.1040223002,0.0615384615,1,0.1870630398,1,< 1 Year,0,0.5334108737,0.3537441741,0.615916955,0.999135634
5782,297524,0.1040223002,0.1230769231,1,0.0671936759,1,< 1 Year,0,-0.1053182193,0.3537441741,0.6124567474,0.9995146235
5783,4382,0.1379549141,0.0153846154,1,0.0796573876,0,< 1 Year,1,-1.6234190157,0.0572867981,0.4740484429,0.7711423551
5784,70703,0.1040223002,0.3076923077,1,0.1870630398,0,1-2 Year,1,-0.0018285247,0.1935077586,0.9723183391,0.7027782727
5785,269827,0.1379549141,0.6153846154,1,0.1236947791,0,> 2 Years,1,0.7819024215,0.1935077586,0.7716262976,0.7699833666
5786,81082,0.1379549141,0.5230769231,1,0.0958711869,0,1-2 Year,1,-0.1831099112,0.0021876958,0.8200692042,0.7634574975
5787,379429,0.1040223002,0.1384615385,1,0.1870630398,0,< 1 Year,1,0.4957941139,0.2097137628,0.660899654,0.6984580597
5788,190264,0.1040223002,0.5538461538,1,0.1424843424,1,1-2 Year,0,-0.2028194654,0.1935077586,0.6678200692,0.9992742983
5789,296440,0.1379549141,0.5538461538,1,0.0906921241,0,1-2 Year,1,-0.4990441813,0.1935077586,0.4256055363,0.7967929352
5790,262830,0.1040223002,0.0461538462,1,0.0958711869,1,< 1 Year,0,0.4768403833,0.3537441741,0.615916955,0.9994338038
5791,77962,0.1040223002,0.5384615385,1,0.0714553991,0,1-2 Year,1,0.2225348077,0.3537441741,0.5605536332,0.8288369579
5792,288213,0.1040223002,0.4307692308,1,0.1870630398,0,1-2 Year,1,-0.2793320711,0.1935077586,0.2352941176,0.7094825044
5793,323270,0.1040223002,0.2769230769,1,0.1870630398,0,1-2 Year,1,0.6669009518,0.0260522751,0.4394463668,0.6713831158
5794,60987,0.1379549141,0.3692307692,1,0.1870630398,0,1-2 Year,0,-1.6234190157,0.1935077586,0.2629757785,0.950698076
5795,61144,0.1040223002,0.0769230769,1,0.1127921113,1,< 1 Year,0,-0.4578227243,0.3537441741,0.6574394464,0.9993961949
5796,4810,0.1379549141,0.4615384615,1,0.1870630398,1,1-2 Year,0,0.7037037477,1.96794e-05,0.2352941176,0.9989279739
5797,355833,0.1040223002,0.6615384615,1,0.1248492967,0,1-2 Year,1,-1.6234190157,0.2097137628,0.3667820069,0.7776734474
5798,248905,0.1379549141,0.0153846154,1,0.1248492967,1,< 1 Year,0,-1.6234190157,0.3537441741,0.3321799308,0.9993630274
5799,71924,0.1040223002,0.2615384615,1,0.0958711869,1,1-2 Year,0,0.406490647,0.2097137628,0.0934256055,0.9993907712
5800,325117,0.1379549141,0.3846153846,1,0.0892420538,1,1-2 Year,0,-1.6234190157,0.1935077586,0.1626297578,0.9994262867
5801,370415,0.1040223002,0.0461538462,1,0.0745762712,1,< 1 Year,0,-1.6234190157,0.0572867981,0.6678200692,0.9993582462
5802,251717,0.1379549141,0.0307692308,1,0.1229831885,0,< 1 Year,1,-0.2989253448,0.0157468177,0.5674740484,0.7245621227
5803,127020,0.1379549141,0.0307692308,1,0.0958711869,1,< 1 Year,0,0.3561993066,0.3537441741,0.8339100346,0.9994317593
5804,345835,0.1040223002,0.2923076923,1,0.1229831885,0,1-2 Year,1,-0.060899047,0.0157468177,0.4221453287,0.7340520125
5805,160394,0.1040223002,0.2461538462,1,0.0787383708,0,1-2 Year,1,-1.6234190157,0.3537441741,0.1038062284,0.8191613755
5806,104128,0.1040223002,0.2153846154,1,0.0902406417,0,1-2 Year,1,0.6563775615,0.2097137628,0.9515570934,0.7862165832
5807,121598,0.1040223002,0.8769230769,1,0.1870630398,0,1-2 Year,1,0.1916041799,0.0015120356,0.8269896194,0.6917313918
5808,20292,0.1040223002,0.0153846154,1,0.0958711869,0,< 1 Year,1,0.4307932832,0.3537441741,0.4221453287,0.7964553426
5809,264489,0.1379549141,0.2615384615,1,0.1870630398,0,1-2 Year,1,1.0267311317,0.2097137628,0.8339100346,0.7018968461
5810,155381,0.1379549141,0.0615384615,1,0.0902406417,0,< 1 Year,1,0.668005617,0.3537441741,0.8892733564,0.8010421291
5811,122384,0.1040223002,0.2923076923,1,0.1237219516,0,1-2 Year,1,-0.0413057734,0.1935077586,0.0934256055,0.7615909248
5812,302021,0.1379549141,0.1538461538,1,0.1016852869,0,1-2 Year,1,0.2500351592,0.2097137628,0.8408304498,0.7759563972
5813,229751,0.1379549141,0.2923076923,1,0.0999176955,1,1-2 Year,0,0.3391060649,0.3537441741,0.9930795848,0.9994480145
5814,336184,0.1040223002,0.7384615385,1,0.1870630398,1,1-2 Year,0,0.5852720016,0.2097137628,0.8408304498,0.9991405458
5815,375897,0.1040223002,0.0461538462,1,0.0739940311,1,< 1 Year,0,0.2071276341,0.3537441741,0.3875432526,0.999491117
5816,48643,0.1040223002,0.4,1,0.1870630398,0,1-2 Year,1,-0.3857287797,0.2097137628,0.9480968858,0.7099832184
5817,288128,0.1379549141,0.3846153846,1,0.1870630398,0,1-2 Year,1,-1.6234190157,0.1935077586,0.1903114187,0.7105073388
5818,354730,0.1379549141,0.8307692308,1,0.1870630398,0,1-2 Year,1,0.9453347426,0.1935077586,0.0553633218,0.7226284881
5819,278669,0.1379549141,0.0923076923,1,0.1870630398,0,< 1 Year,1,0.4790497139,0.1935077586,0.9238754325,0.693336725
5820,18690,0.1379549141,0.1384615385,1,0.1237219516,0,< 1 Year,1,-0.1546793153,0.3537441741,0.7820069204,0.7790324789
5821,304679,0.1379549141,0.4153846154,1,0.1016852869,0,1-2 Year,1,-0.2016566598,0.1935077586,0.5259515571,0.7833372047
5822,331199,0.1040223002,0.0615384615,1,0.1097234612,1,< 1 Year,0,-0.6034059801,0.0572867981,0.4636678201,0.9992398312
5823,144311,0.1379549141,0.3846153846,1,0.0958711869,0,1-2 Year,1,1.042894129,0.1935077586,0.1453287197,0.7854357732
5824,100893,0.1379549141,0.6615384615,1,0.1229831885,0,1-2 Year,1,-1.6234190157,0.2097137628,0.6055363322,0.7788166702
5825,375648,0.1379549141,0.8769230769,1,0.1237219516,0,1-2 Year,1,-1.6234190157,0.0260522751,0.384083045,0.7587723316
5826,311228,0.1379549141,0.5846153846,1,0.1870630398,0,1-2 Year,1,-0.3065998614,0.0260522751,0.7647058824,0.6854715029
5827,377633,0.1040223002,0.4307692308,1,0.0995762712,0,1-2 Year,0,-1.6234190157,0.2097137628,0.2698961938,0.9674700511
5828,237421,0.1040223002,0.0461538462,1,0.1870630398,0,1-2 Year,1,0.651261217,0.0278168633,0.4152249135,0.6621528328
5829,343650,0.1040223002,0.2923076923,1,0.1016852869,0,1-2 Year,0,-0.3159604462,0.0157468177,0.9688581315,0.9599728344
5830,203736,0.1379549141,0.0461538462,1,0.0739940311,1,< 1 Year,0,-0.0633409387,0.3537441741,0.5259515571,0.9994918581
5831,210381,0.1379549141,0.0307692308,1,0.0864349431,1,< 1 Year,0,-1.6234190157,0.3537441741,0.1522491349,0.9994699083
